PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
3734;"Iglesia Convento del Santisimo Cristo del Pardo";"";"";"";"Bus: 601, 602";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f4961e79ee71c010VgnVCM1000000b205a0aRCRD";"CRISTO DE EL PARDO";"PISTA";"V";"11";"";"";"";"";"MADRID";"MADRID";"28048";"EL PARDO";"FUENCARRAL-EL PARDO";"433307";"4485916";"40.51942057602382";"-3.7886096812339356";"913 760 800";"";"";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3363;"Iglesia Corpus Christi (Jeronimas Recoletas)";"";"";"";"Metro: opera (Lineas Ramal , 2 , 5), La Latina (Linea, 5), Tirso de Molina (linea 1)  Bus: 3, 17, 18, 23, 31, 35, 50, 65";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e5f03d232e91f010VgnVCM1000000b205a0aRCRD";"CONDE DE MIRANDA";"PLAZA";"V";"3";"";"";"";"";"MADRID";"MADRID";"28005";"PALACIO";"CENTRO";"439888";"4474249";"40.41481486646874";"-3.7098194568632374";"915 480 319";"";"iglesiadelcorpuschristi@archimadrid.es";"/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos"; 
3480;"Iglesia Cristo Rey de Argüelles";"";"";"";"Metro: Arg&uuml;elles (lineas 3, 4 y 6)  Bus: 1, 21, 44, 74, 82, 132, 133";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=94d213db5b71c010VgnVCM1000000b205a0aRCRD";"MARTIN DE LOS HEROS";"CALLE";"V";"91";"";"";"";"";"MADRID";"MADRID";"28008";"ARGUELLES";"MONCLOA-ARAVACA";"439025";"4476146";"40.43185004573445";"-3.720161174548792";"915 497 544";"";"";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3355;"Iglesia de las Calatravas (Concepcion Real de Calatrava)";"";"";"";"Metro: Sevilla (linea 2)  Bus: 1, 2, 3, 5, 9, 14, 15, 20, 27, 37, 40, 45, 46, 50, 51, 52, 53, 74, 146, 150, 202";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e8013d232e91f010VgnVCM1000000b205a0aRCRD";"ALCALA";"CALLE";"V";"25";"";"";"";"";"MADRID";"MADRID";"28014";"CORTES";"CENTRO";"440811";"4474618";"40.418196333786035";"-3.698963613858259";"915 218 035";"";"";"/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos"; 
18314;"Iglesia de las Maravillas";"";"";"";"Metro: Velazquez (Lineas 2 y 4) , Goya (Linea 4)  Bus: 21 , 29 , 43 , 51 , 52 , 53 , 146 , 215";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=eb113d232e91f010VgnVCM1000000b205a0aRCRD";"PRINCIPE DE VERGARA";"CALLE";"V";"23";"";"";"";"";"MADRID";"MADRID";"28001";"RECOLETOS";"SALAMANCA";"442398";"4475423";"40.425568693198244";"-3.6803433622264965";"914 353 932";"";"";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3743;"Iglesia de San Anton";"";"";"";"Metro: Chueca (Linea 5), Tribunal (Linea 1, 10), Alonso Martinez (lineas 4, 5, 10)  Bus: 3, 4, 5, 10, 37, M2";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2f213d232e91f010VgnVCM1000000b205a0aRCRD";"HORTALEZA";"CALLE";"V";"63";"";"";"";"";"MADRID";"MADRID";"28004";"JUSTICIA";"CENTRO";"440860";"4475276";"40.42413633753997";"-3.6984592609651266";"915 215 781";"";"";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
18313;"Iglesia del Espiritu Santo";"";"";"";"Metro: Republica Argentina (Linea 6)  Bus:  9, 12, 16, 19, 45, 51";"(Consejo Superior de Investigaciones Cientificas)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=22413d232e91f010VgnVCM1000000b205a0aRCRD";"SERRANO";"CALLE";"V";"125";"";"";"";"";"MADRID";"MADRID";"28006";"EL VISO";"CHAMARTIN";"441920";"4477243";"40.441930828600455";"-3.6861445665284114";"915 632 024";"";"iglesiaespiritusanto@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3736;"Iglesia Esclavas del Sagrado Corazon de Jesus";"";"";"";"Metro: Anton Martin (Linea 1) Sevilla (Linea 2) Sol (Lineas 1 , 2 , 3)  Bus: 6 , 10 , 14 , 19 , 26 , 27 , 32 , 34 , 37 , 45 , 50 , 51 , 52 , 53   Renfe: Atocha";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=25513d232e91f010VgnVCM1000000b205a0aRCRD";"SAN AGUSTIN";"CALLE";"V";"11";"";"";"";"";"MADRID";"MADRID";"28014";"CORTES";"CENTRO";"440987";"4474204";"40.41448828093092";"-3.6968625936727433";"914 298 252 ";"";"";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
18321;"Iglesia Madres Dominicas";"";"";"";"Metro: Nunez de Balboa (lineas 5 y 9), Avenida de America (linea 4, 6, 7, 9); Diego de Leon (linea 4, 5, 6)  Bus: 9, 16, 19, 51, 61";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=02306f065851c010VgnVCM2000000c205a0aRCRD";"CLAUDIO COELLO";"CALLE";"V";"112";"";"";"";"";"MADRID";"MADRID";"28006";"CASTELLANA";"SALAMANCA";"441987";"4476530";"40.43551247413873";"-3.6852893701013274";"915 635 542";"";"";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
60150;"Iglesia Madres Redentoristas";"";"";"";"Metro: Carabanchel Alto ( Linea, 11)  Bus: 34 , 35 , 47 , 121 , 131 , 139";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=28613d232e91f010VgnVCM1000000b205a0aRCRD";"MADRE CELESTE";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28044";"BUENAVISTA";"CARABANCHEL";"435956";"4469662";"40.37319952563821";"-3.755699003858804";"915 086 800";"";"";"/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos"; 
60204;"Iglesia Monasterio Santo Domingo el Real";"";"";"";"Metro: Nunez de Balboa (Lineas 9 , 5), Avenida de America (lineas 4, 6, 7, 9), Diego de Leon (lineas 4, 5, 6)  Bus: 9 , 12, 16 , 19 , 51 , 61";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6ad13d232e91f010VgnVCM1000000b205a0aRCRD";"CLAUDIO COELLO";"CALLE";"V";"112";"";"";"";"";"MADRID";"MADRID";"28006";"CASTELLANA";"SALAMANCA";"441987";"4476530";"40.43551247413873";"-3.6852893701013274";"914 117 384";"";"";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
60210;"Iglesia Nuestra Senora de la Bien Aparecida";"";"";"";"Metro: Sainz de Baranda (linea 6, 9), Ibiza (linea 9)  Bus: 2, 15, 20, 26, 61, 63, 152, C2";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=edf28ed67151c010VgnVCM2000000c205a0aRCRD";"PIO BAROJA";"CALLE";"V";"10";"";"";"";"";"MADRID";"MADRID";"28009";"NInO JESUS";"RETIRO";"442833";"4474045";"40.413185012451336";"-3.6750915628624243";"915 044 363";"";"";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
190377;"Iglesia Nuestra Senora de la Paz";"";"";"";"Metro: O'Donnell (Linea 6), Sainz de Baranda (linea 6, 9), Ibiza (linea 9)  Bus: 2, 15, 28, 30, 56, 143, 156, 203, E2, E3";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b207f5177659f010VgnVCM2000000c205a0aRCRD";"DOCTOR ESQUERDO";"CALLE";"V";"44";"";"";"";"";"MADRID";"MADRID";"28007";"IBIZA";"RETIRO";"443330";"4474861";"40.42057003126173";"-3.669306926466705";"914 090 943";"";"";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3577;"Iglesia Nuestra Senora de Lourdes y San Justino";"";"";"";"Metro: Casa de Campo (Linea 5, 10), Batan (linea 10)  Bus: 33, 36, 39, 55";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=db30ef4d7f71c010VgnVCM1000000b205a0aRCRD";"SAN JUAN DE MATA";"CALLE";"V";"30";"";"";"";"";"MADRID";"MADRID";"28011";"LUCERO";"LATINA";"435788";"4473094";"40.40410342889008";"-3.7580243465540253";"917 113 660";"";"";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
60211;"Iglesia Nuestra Senora de Montserrat";"";"";"";"Metro: San Bernardo, (Lineas 2 , 4), Bilbao (Lineas 1, 4), Noviciado (Linea 2), Tribunal (linea 1, 10)  Bus: 2, 3, 21, 147";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=70138ed67151c010VgnVCM2000000c205a0aRCRD";"SAN BERNARDO";"CALLE";"V";"79";"";"";"";"";"MADRID";"MADRID";"28015";"UNIVERSIDAD";"CENTRO";"440180";"4475671";"40.42764597271771";"-3.70651199134605";"914 471 250";"";"";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3365;"Iglesia San Antonio de los Alemanes";"";"";"";"Metro: Callao (lineas 3 y 5), Gran Via (lineas 1 y 5)  Bus: 1, 2, 46, 74, 146, 202";"Descripcion monumental:   Proyectada por Pedro Sanchez, ano 1624  y Francisco Sesena, ano 1624 - 1633.  Fachada, por Juan Gomez de Mora, ano 1624 - 1630.  Fundacion de Felipe III, 1606.  Magnifico ejemplo del Barroco madrileno con interesantes elementos arquitectonicos y frescos en paredes y cupula que forman una unidad de espacio irreal.  La gran cupula oval, decorada con arquitecturas fingidas y escenas de la Apoteosis de San Francisco de Paula, de Francisco Ricci y Carreno de Miranda,refuerza esta impresion.  Lucas Jordan, sin pauta de continuidad, decora los muros curvos con escenas de la vida del San Antonio.  El retablo mayor, de mediados del siglo XVIII, es obra del arquitecto Miguel Fernandez con el escultor Francisco Gutierrez. Obra compleja, fue replanteada por Juan Gomez de Mora quien redibujo la fachada. Muestra un edificio anexo en ladrillo y planta triangular para la Hermandad del Refugio y Piedad de Madrid, fundada en 1615 con su tradicional &quot;ronda del pan y huevo&quot;.  Dicho edificio data de la decada de 1880, quiza por Ruiz de Salces quien proyecto la reforma de la fachada buscando la armonia total.";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=614013db5b71c010VgnVCM1000000b205a0aRCRD";"PUEBLA";"CALLE";"V";"22";"";"";"";"";"MADRID";"MADRID";"28004";"UNIVERSIDAD";"CENTRO";"440533";"4475037";"40.42195996338601";"-3.7022913826706088";"915 223 774";"";"";"/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos"; 
18319;"Iglesia San Ignacio de los Vascos";"";"";"";"Metro: Anton Martin (Linea,1), Sol (Linea 1, 2 y 3)  Bus: 3, 6, 10, 14, 26, 27, 32 ,34 ,37, 52 ,53, M1  Renfe: Sol (C3, C4)";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5aff6f065851c010VgnVCM2000000c205a0aRCRD";"PRINCIPE";"CALLE";"V";"31";"";"";"";"";"MADRID";"MADRID";"28012";"CORTES";"CENTRO";"440711";"4474188";"40.41433357305621";"-3.700102295186218";"914 297 236";"";"";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3368;"Iglesia San Ildefonso (Monasterio de las Trinitarias Descalzas)";"";"";"El monumento conmemorativo alberga los restos hallados en la cripta del convento. Con la colocacion de los restos de Miguel de Cervantes en la nave de la actual iglesia del siglo  XVIII   se cumple la voluntad testamentaria del autor de 'El Quijote'. Miguel de Cervantes, que fue enterrado en la primitiva iglesia el 23 de abril de 1616, expreso en su ultima voluntad descansar alli en agradecimiento a los Trinitarios que le liberaron de los cinco anos y medio de cautiverio en Argel, en manos de los piratas berberiscos.";"Metro: Anton Martin (Linea 1)  Bus: 10, 14, 27, 34, 37, 45";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4c1013db5b71c010VgnVCM1000000b205a0aRCRD";"LOPE DE VEGA";"CALLE";"V";"18";"";"";"";"";"MADRID";"MADRID";"28014";"CORTES";"CENTRO";"440917";"4474115";"40.41367254153843";"-3.6976792276700987";"914 295 671";"";"";"/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos"; 
60228;"Iglesia San Jose de la Montana";"";"";"";"Metro: Ruben Dario (Linea 5) , Alonso Martinez (Linea 10 , 4 , 5), Bilbao (linea 1, 4)  Bus: 3, 7, 40, 147";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4d638ed67151c010VgnVCM2000000c205a0aRCRD";"FERNANDEZ DE LA HOZ";"CALLE";"V";"16";"";"";"";"";"MADRID";"MADRID";"28010";"ALMAGRO";"CHAMBERI";"441155";"4476047";"40.431102895456284";"-3.6950416528397345";"913 081 977";"";"";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
60229;"Iglesia San Juan de Sahagun";"";"";"";"Bus: 82, 137";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=df738ed67151c010VgnVCM2000000c205a0aRCRD";"MADRIGAL";"CALLE";"V";"6";"";"";"";"";"MADRID";"MADRID";"28035";"CIUDAD UNIVERSITARIA";"MONCLOA-ARAVACA";"438466";"4479550";"40.46246424310469";"-3.7270931879059486";"913 161 631";"";"";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3728;"Iglesia San Martin de Tours";"";"";"";"Metro: Callao (lineas 3 y 5), Gran Via (lineas 1 y 5), Santo Domingo (linea 2)  Bus:  1, 2, 46, 74, 146, M2";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=df661e79ee71c010VgnVCM1000000b205a0aRCRD";"DESENGA&Ntilde;O";"CALLE";"V";"26";"";"";"";"";"MADRID";"MADRID";"28004";"UNIVERSIDAD";"CENTRO";"440332";"4474955";"40.421206925183576";"-3.704641098245361";"915 227 266";"";"";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3346;"Iglesia San Pedro el Viejo";"";"";"";"Metro: La Latina (Linea 5) Tirso de Molina (Linea 1)  Bus: 3 , 6 , 17 , 18 , 23 , 26 , 31 , 32 , 35 , 41 , 50 , 60 , 65 , 148 , 749";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f35013db5b71c010VgnVCM1000000b205a0aRCRD";"NUNCIO";"CALLE";"V";"14";"";"";"";"";"MADRID";"MADRID";"28005";"PALACIO";"CENTRO";"439871";"4474070";"40.41320112124687";"-3.71000286701288";"913 651 284";"";"";"/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos"; 
18320;"Iglesia Santisima Trinidad";"";"";"";"Metro: Anton Martin (Linea 1), Sol (Linea 1, 2, 3)  Bus: 3, 6, 10, 14, 26, 27, 32, 37, 37, 45, 50, 65  Renfe: Sol (C3, C4)";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7f106f065851c010VgnVCM2000000c205a0aRCRD";"ECHEGARAY";"CALLE";"V";"30";"";"";"";"";"MADRID";"MADRID";"28014";"CORTES";"CENTRO";"440755";"4474166";"40.414129374303215";"-3.699605145747945";"914 295 689";"";"";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3364;"Monasterio de Benedictinas";"";"";"";"Metro: Noviciado (linea 2), Gran Via (linea 1, 5), Callao (linea 3, 5), Tribunal (linea 1, 10)  Bus: 1, 2, 3, 44, 46, 74, 75, 133, 146, 148, M2, 147, 148";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b90013db5b71c010VgnVCM1000000b205a0aRCRD";"SAN ROQUE";"CALLE";"V";"9";"";"";"";"";"MADRID";"MADRID";"28004";"UNIVERSIDAD";"CENTRO";"440345";"4475133";"40.422820373636355";"-3.704504689941362";"915 317 999";"";"";"/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos"; 
3732;"Monasterio de la Inmaculada y San Pascual (Clarisas)";"";"- Se celebra todos los martes a las 19 horas, oficio en rito hispano mozarabe de  octubre a junio";"";"Metro: Banco de Espana (linea 2), Chueca (linea 5), Retiro (linea 2), Colon (linea 4)  Bus: 1, 2, 5, 9, 14, 15, 20, 27, 34, 35, 45, 51, 52, 74, 146, 150  Renfe: Recoletos (C1, C2, C7, C8, C10)";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=62861e79ee71c010VgnVCM1000000b205a0aRCRD";"RECOLETOS";"PASEO";"V";"11";"";"";"";"";"MADRID";"MADRID";"28004";"JUSTICIA";"CENTRO";"441333";"4474941";"40.42115211611733";"-3.6928410119657986";"915 311 841";"";"";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
