PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
7843;"Oficina de Turismo de China";"";"";"";"Metro: Callao (lineas 3, 5)  Bus: 1, 2, 44, 46, 74, 75, 133, 146, 147, 148, M2";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0dad19d41471c010VgnVCM1000000b205a0aRCRD";"GRAN VIA";"CALLE";"V";"39";"8�";"Izqda";"";"";"MADRID";"MADRID";"28013";"SOL";"CENTRO";"440273";"4474832";"40.42009464369331";"-3.705324957516307";"915 480 011 ";"915 480 597";"turismodechina@gmail.com";"/contenido/entidadesYorganismos/OficinasTurismo"; 
7837;"Oficina de Turismo de Cuba";"";"Consultar telefonicamente";"";"Metro: Santiago Bernabeu (linea 10)  Bus: 14, 43, 120, 150";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=048c19d41471c010VgnVCM1000000b205a0aRCRD";"HABANA";"PASEO";"V";"50";"Bajo";"D";"";"";"MADRID";"MADRID";"28036";"EL VISO";"CHAMARTIN";"441898";"4478247";"40.4509737804771";"-3.6864959795755223";"914 113 097";"";"info@descubracuba.es";"/contenido/entidadesYorganismos/OficinasTurismo"; 
7814;"Oficina de Turismo de Francia";"";"";"";"Metro: Serrrano (linea 4)  Bus: 1, 5, 9, 14, 19, 21, 27, 45, 51, 53, 74, 150";"Otra pagina web:  http://www.latiendadefrancia.es/";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=bbbc19d41471c010VgnVCM1000000b205a0aRCRD";"SERRANO";"CALLE";"V";"40";"2�";"Dcha.";"";"";"MADRID";"MADRID";"28001";"RECOLETOS";"SALAMANCA";"441788";"4475478";"40.42603070001693";"-3.68752726535081";"915 489 737 (Informacion)           
";"";"";"/contenido/entidadesYorganismos/OficinasTurismo"; 
8132923;"Oficina de Turismo de Gran Bretana";"";"";"";"Metro: Chamartin (lineas 1, 10)  Bus: 66, 67, 124,134, 135, 147, 173, 174, 176, 178, T62  Renfe: Chamartin";"Otra pagina web:  www.visitbritainshop.es";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=fc37eddb85d6e410VgnVCM1000000b205a0aRCRD";"CASTELLANA";"PASEO";"V";"259";"";"";"Torre Espacio";"";"MADRID";"MADRID";"28046";"LA PAZ";"FUENCARRAL-EL PARDO";"441853";"4481016";"40.47592404926307";"-3.6872691224974417";"917 146 497";"917 146 495";"";"/contenido/entidadesYorganismos/OficinasTurismo"; 
6416785;"Oficina de Turismo de Guatemala";"";"De 9 a 14 horas y de 15 a 17:30 horas";"";"Metro: Colon (linea 4)  Bus: 5, 14, 27, 45, 150";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=df5f44e4373f6310VgnVCM1000000b205a0aRCRD";"FERNANDO EL SANTO";"CALLE";"V";"27";"3�";"B";"";"";"MADRID";"MADRID";"28010";"ALMAGRO";"CHAMBERI";"441530";"4475712";"40.42811147922819";"-3.69060179113649";"913 440 347 / 913 441 417";"";"turismo@embajadadeguatemala.es";"/contenido/entidadesYorganismos/OficinasTurismo"; 
8132990;"Oficina de Turismo de Holanda";"";"";"";"Metro: Cuzco (linea 10)  Bus: 5, 11, 27, 40, 147, 149";"Otra pagina web:  www.nbtc.nl";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d320ac7ab6d6e410VgnVCM1000000b205a0aRCRD";"CASTELLANA";"PASEO";"V";"141";"19";"";"";"DESPACHO 17";"MADRID";"MADRID";"28046";"LA PAZ";"FUENCARRAL-EL PARDO";"441853";"4481016";"40.47592404926307";"-3.6872691224974417";"917 498 082";"915 707 199";"";"/contenido/entidadesYorganismos/OficinasTurismo"; 
10189069;"Oficina de Turismo de Hungria";"";"";"";"";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=61514e5f9d258510VgnVCM1000001d4a900aRCRD";"";"";"V";"";"";"";"";"";"";"";"28014";"";"";"440976";"4474277";"40.41515412751355";"-3.696999116580025";"915 569 348";"";"hungria@hungriaturismo.com";"/contenido/entidadesYorganismos/OficinasTurismo"; 
7821;"Oficina de Turismo de Irlanda";"";"De lunes a viernes de 10 a 14 horas";"";"Metro: Ruben Dario (linea 5)  Bus: 5, 7, 9, 14, 16, 19, 27, 40, 45, 51, 61, 147, 150";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f50d19d41471c010VgnVCM1000000b205a0aRCRD";"CASTELLANA";"PASEO";"V";"46";"2�";"";"";"";"MADRID";"MADRID";"28046";"CASTELLANA";"SALAMANCA";"441766";"4476386";"40.43419977951646";"-3.6878816351465096";"917 456 420";"";"info@turismodeirlanda.com";"/contenido/entidadesYorganismos/OficinasTurismo"; 
39693;"Oficina de Turismo de Iran";"";"";"";"Metro: Avenida de America (lineas 4, 6, 7, 9)  Bus: 9, 12, 16, 19, 51";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=66e6e7510551c010VgnVCM2000000c205a0aRCRD";"MARIA DE MOLINA";"CALLE";"V";"26";"1�";"Izqda.";"";"";"MADRID";"MADRID";"28006";"CASTELLANA";"SALAMANCA";"442030";"4476758";"40.4375784193194";"-3.6848033506224906";"915 643 613";"";"iran@iransara.es";"/contenido/entidadesYorganismos/OficinasTurismo"; 
7822;"Oficina de Turismo de Israel";"";"";"";"";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=881d19d41471c010VgnVCM1000000b205a0aRCRD";"";"CALLE";"V";"";"";"";"";"";"MADRID";"MADRID";"28004";"";"";"440558";"4475696";"40.42789840100491";"-3.702046638888977";"915 943 211";"915 944 372";"info-es@goisrael.gov.il";"/contenido/entidadesYorganismos/OficinasTurismo"; 
7823;"Oficina de Turismo de Italia";"";"";"";"Metro: Nuevos Ministerios (lineas 6, 8, 10)  Bus: 7, 14, 27, 40, 126, 147, 150, C1, C2  Cercanias: Nuevos Ministerios";"Otra pagina web:  www.italia.it";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1b2d19d41471c010VgnVCM1000000b205a0aRCRD";"CASTELLANA";"PASEO";"V";"114";"4�";"";"";"";"MADRID";"MADRID";"28006";"CASTELLANA";"SALAMANCA";"441909";"4476632";"40.436434892176365";"-3.6862183867739926";"915 670 670";"915 711 579";"infoitalia.madrid@enit.it";"/contenido/entidadesYorganismos/OficinasTurismo"; 
7834;"Oficina de Turismo de Jordania";"";"Consultar telefonicamente";"";"Metro: Retiro (linea 2)  Bus: 1, 9, 19, 51, 74  Renfe: Recoletos";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ad3d19d41471c010VgnVCM1000000b205a0aRCRD";"VILLANUEVA";"CALLE";"V";"5";"";"";"";"";"MADRID";"MADRID";"28001";"RECOLETOS";"SALAMANCA";"441780";"4475095";"40.4225708087371";"-3.687598129527758";"917 813 987";"";"spain@visitjordan.com";"/contenido/entidadesYorganismos/OficinasTurismo"; 
5801458;"Oficina de Turismo de La Rioja";"";".";"";"Metro: Serrano (linea 4).  Bus: 1, 5, 9, 14, 19, 21, 27, 45, 51, 53, 74, 150.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5558bc4e9ef0b210VgnVCM1000000b205a0aRCRD";"SERRANO";"CALLE";"V";"25";"";"";"";"";"MADRID";"MADRID";"28001";"RECOLETOS";"SALAMANCA";"441763";"4475542";"40.426596411628736";"-3.687839531572201";"915 764 852";"";"crmadrid@centroriojano.com";"/contenido/entidadesYorganismos/OficinasTurismo"; 
52471;"Oficina de Turismo de Malta";"";"De lunes a viernes de 9 a 14 horas";"";"Metro: Gregorio Maranon (lineas 7, 10), Ruben Dario (linea 5)  Bus: 5, 7, 14, 16, 27, 40, 45, 61, 147, 150";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f8f6e7510551c010VgnVCM2000000c205a0aRCRD";"CASTELLANA";"PASEO";"V";"45";"6�";"";"";"";"MADRID";"MADRID";"28046";"ALMAGRO";"CHAMBERI";"441615";"4476553";"40.43569358766222";"-3.689677189614338";"913 913 061";"";"maltaembassy.madrid@gov.mt";"/contenido/entidadesYorganismos/OficinasTurismo"; 
7824;"Oficina de Turismo de Marruecos";"";"";"";"Metro: Ventura Rodriguez (linea 3), Plaza de Espana (linea 3)  Bus: 1, 2, 3, 44, 46, 74, 75, 133, 138, 148, C1, C2";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9fbd19d41471c010VgnVCM1000000b205a0aRCRD";"VENTURA RODRIGUEZ";"CALLE";"V";"24";"1�";"Izq.";"";"";"MADRID";"MADRID";"28008";"ARGUELLES";"MONCLOA-ARAVACA";"439492";"4475294";"40.42420902572595";"-3.714574560417809";"915 412 995";"915 594 594";"sofi@turismomarruecos.com";"/contenido/entidadesYorganismos/OficinasTurismo"; 
7825;"Oficina de Turismo de Mexico";"";"";"";"Metro: Sevilla (linea 2)  Bus: 3, 5, 9, 15, 20, 51, 52, 53, 150, M1";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=22dd19d41471c010VgnVCM1000000b205a0aRCRD";"SAN JERONIMO";"CARRERA";"V";"46";"2�";"A";"";"";"MADRID";"MADRID";"28014";"CORTES";"CENTRO";"440947";"4474378";"40.41605298613373";"-3.697338423479512";"915 611 827 / 915 613 520";"914 110 759";"spain@visitmexico.com";"/contenido/entidadesYorganismos/OficinasTurismo"; 
27326;"Oficina de Turismo de Noruega";"";"";"";"Metro: Colon (linea 4)  Bus: 5, 14, 21, 27, 37, 45, 53, 150  Cercanias: Recoletos";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7e78444a2951c010VgnVCM2000000c205a0aRCRD";"COLON";"PLAZA";"V";"2";"20";"";"";"Torre II";"MADRID";"MADRID";"28046";"ALMAGRO";"CHAMBERI";"441500";"4475441";"40.42567707652306";"-3.6909305470033527";"913 440 987";"913 440 947";"";"/contenido/entidadesYorganismos/OficinasTurismo"; 
5405170;"Oficina de Turismo de Nueva York";"";"De lunes a viernes de 9:30 a 17:30 horas";"";"Metro: Cuatro Caminos (linea 1, 2 y 6)  Bus: 3, 45, 64, 66, 124, 127, 128, 149, C1, C2";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2e68a3eee7553210VgnVCM2000000c205a0aRCRD";"BRAVO MURILLO";"CALLE";"V";"101";"6�";"";"";"OFICINA 3";"MADRID";"MADRID";"28010";"TRAFALGAR";"CHAMBERI";"440696";"4476446";"40.43466453809479";"-3.700501765839506";"914 585 573";"";"nuevayork@aviareps.com";"/contenido/entidadesYorganismos/OficinasTurismo"; 
7826;"Oficina de Turismo de Peru";"";"De lunes a viernes de 9:30 a 14 horas y de 16 a 18:30 horas";"";"Metro: Lista (linea 4)  Bus: 1, 29, 52, 74";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b4ed19d41471c010VgnVCM1000000b205a0aRCRD";"MARQUES DE SALAMANCA";"PLAZA";"V";"10";"";"";"";"";"MADRID";"MADRID";"28006";"LISTA";"SALAMANCA";"442490";"4475878";"40.429674007218026";"-3.6792883340980196";"911 937 511";"";"info@oficinacomercialperu.es";"/contenido/entidadesYorganismos/OficinasTurismo"; 
7835;"Oficina de Turismo de Polonia";"";"";"";"Metro: Plaza de Espana (linea 3, 10)  Bus: 1, 2, 3, 44, 46, 74, 75, 133, 138, 148, C1, C2, M2";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=47fd19d41471c010VgnVCM1000000b205a0aRCRD";"PRINCESA";"CALLE";"V";"3";"";"";"";"";"MADRID";"MADRID";"28008";"ARGUELLES";"MONCLOA-ARAVACA";"439638";"4475352";"40.42474213964734";"-3.7128591034859424";"915 414 808 / 915 414 333";"915 413 423";"info.es@polonia.travel";"/contenido/entidadesYorganismos/OficinasTurismo"; 
5405234;"Oficina de Turismo de Portugal";"";"";"";"Metro: Nunez de Balboa (lineas 5, 9)  Bus: 1, 9, 19, 51, 74";"Otra pagina web:  www.imagesofportugal.com";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f3ad9a4aca553210VgnVCM2000000c205a0aRCRD";"LAGASCA";"CALLE";"V";"88";"4�";"B";"";"";"MADRID";"MADRID";"28001";"CASTELLANA";"SALAMANCA";"442027";"4475908";"40.42991206232817";"-3.6847491581278606";"917 617 230";"";"";"/contenido/entidadesYorganismos/OficinasTurismo"; 
7828;"Oficina de Turismo de Puerto Rico";"";"";"";"Metro: Retiro (linea 2), Serrano (linea 4)  Bus: 1, 9, 19, 51, 74  Cercanias: Recoletos";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d90e19d41471c010VgnVCM1000000b205a0aRCRD";"CLAUDIO COELLO";"CALLE";"V";"22";"1�";"B";"";"";"MADRID";"MADRID";"28001";"RECOLETOS";"SALAMANCA";"441848";"4475150";"40.42308011875367";"-3.686789938909185";"914 312 128";"915 775 260";"puertoricoeuro@prtourism.com";"/contenido/entidadesYorganismos/OficinasTurismo"; 
181856;"Oficina de Turismo de Republica Checa";"";"";"";"Metro: Pio XII (linea 9)  Bus: 16, 29, 70, 107, 150";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c9980e4e6d41c010VgnVCM2000000c205a0aRCRD";"PIO XII";"AVENIDA";"V";"22";"";"";"";"";"MADRID";"MADRID";"28016";"NUEVA ESPAnA";"CHAMARTIN";"442892";"4479929";"40.466195029254166";"-3.674926102930997";"913 592 527";"";"madrid@czechtourism.com";"/contenido/entidadesYorganismos/OficinasTurismo"; 
7829;"Oficina de Turismo de Republica Dominicana";"";"";"";"Metro: Ruben Dario (linea 5), Gregrorio Maranon (lineas 7, 10), Nunez de Balboa (lineas 5, 9)  Bus: 5, 9, 14, 16, 19, 27, 45, 51, 61, 150";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6c1e19d41471c010VgnVCM1000000b205a0aRCRD";"SERRANO";"CALLE";"V";"114";"2�";"Ext. Izqda.";"";"";"MADRID";"MADRID";"28006";"CASTELLANA";"SALAMANCA";"441903";"4476556";"40.43574088970734";"-3.686270282394151";"914 177 375";"915 980 025";"turismodominicano@turdom.e.telefonica.net";"/contenido/entidadesYorganismos/OficinasTurismo"; 
8132969;"Oficina de Turismo de Rumania";"";"";"";"Metro: Lista (linea 4)  Bus: 1, 12, 26, 43, 48, 56, 61, 74, C1, C2";"Otra pagina web:  www.romaniatravel.com";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=021399cf56d6e410VgnVCM1000000b205a0aRCRD";"ALCANTARA";"CALLE";"V";"49";"";"";"";"";"MADRID";"MADRID";"28006";"LISTA";"SALAMANCA";"442962";"4475981";"40.43064345216766";"-3.6737334953475242";"914 014 268";"914 027 183";"oficina@rumaniatour.com";"/contenido/entidadesYorganismos/OficinasTurismo"; 
63189;"Oficina de Turismo de Seychelles";"";"";"";"Metro: Arg&uuml;elles (lineas 3, 4, 6)  Bus: 1, 2, 21, 44, 133, C1, C2, M2";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1e17e7510551c010VgnVCM2000000c205a0aRCRD";"PRINCESA";"CALLE";"V";"40";"";"";"";"HOTEL HUSA PRINCESA";"MADRID";"MADRID";"28008";"UNIVERSIDAD";"CENTRO";"439439";"4475886";"40.429538155017795";"-3.715255790482151";"917 020 804";"917 022 374";"info@turismoseychelles.com";"/contenido/entidadesYorganismos/OficinasTurismo"; 
5359801;"Oficina de Turismo de Tahiti";"";"Consultar telefonicamente";"";"Metro: Serrano (linea 4)  Bus: 1, 5, 9, 14, 19, 21, 27, 45, 51, 53, 74, 150";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=90192b0194de1210VgnVCM2000000c205a0aRCRD";"SERRANO";"CALLE";"V";"40";"2�";"Dcha.";"";"";"MADRID";"MADRID";"28001";"RECOLETOS";"SALAMANCA";"441788";"4475478";"40.426021621426464";"-3.687538961488509";"915 489 747";"";"info.es@atout-france.fr";"/contenido/entidadesYorganismos/OficinasTurismo"; 
