PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
2064;"Cason del Buen Retiro";"Edificio que forma parte del Museo Nacional del Prado, donde pueden consultarse fondos de la Biblioteca, del Archivo y del Servicio de Documentacion de la coleccion del Museo y de otras fuentes relativas a la historia del arte.";"Mananas     De lunes a jueves, de 9 a 15 h (Servicio de libros y otros materiales hasta las 14:30 horas)    Viernes, de 9 a 14:30 horas (Servicio de libros y otros materiales hasta las 14 h)     Tardes   Lunes y miercoles, de 15 a 18 horas (Servicio de libros y otros materiales hasta las 17:30 horas)   Horario de verano     Desde el 16 de junio al 15 de septiembre, de lunes a viernes, de 9 a 14:30 horas";"";"Metro: Atocha (Linea 1)  Bus: 19, 10, 14, 27, 34, 37, 45  Renfe: Atocha";"Descripcion monumental   El Cason o Salon de Baile es el unico volumen que permanece del antiguo Palacio del buen Retiro, ejecutado en 1637 con un proyecto de Alonso Carbonel. Aun se conserva la boveda de canon con lunetas, pintada al fresco por Lucas Jordan en 1692 con la Alegoria del Toison de Oro. Su fachada principal, a poniente, arrasada la primitiva en 1886 por un ciclon, es de Velazquez Bosco. La ultima rehabilitacion ha sido realizada por Jaime Torruell.";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f0443d0b5e71c010VgnVCM1000000b205a0aRCRD";"ALFONSO XII";"CALLE";"V";"28";"";"";"";"";"MADRID";"MADRID";"28014";"LOS JERONIMOS";"RETIRO";"441635";"4474285";"40.415263749471535";"-3.689232811717636";"913 302 828 / 913 302 009";"";"biblioteca@museodelprado.es";"/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos"; 
5682031;"Castillo de la Alameda";"El Castillo de la Alameda o de Barajas se trata de uno de los escasos vestigios de la arquitectura militar del pasado siglo  XV  y uno de los pocos castillos que ha sobrevivido al paso del tiempo. Bajo el y su entorno, existen restos de asentamientos antiguos desde la Edad del Bronce hasta la epoca Romana. En el edificio se realizan talleres para escolares y actividades en verano.";"Abierto fines de semana y festivos (incluso los lunes festivos)  De 1 de abril a 15 de junio y de 15 de septiembre a 30 de septiembre: sabados, domingos y festivos de 10 a 21 horas.  De 16 de junio a 15 de septiembre: sabados, domingos y festivos de 10 a 20 horas.  De octubre a marzo: sabados, domingos y festivos de 10 a 18 horas.  Cerrado: 24, 25, 31 de diciembre, 1 de enero, 6 de enero, 1 de mayo.";"Accesibilidad    Rampas de acceso  Servicios para minusvalidos  Informacion en Braille para invidentes";"Metro: Alameda de Osuna (linea 5), El Capricho (linea 5)  Autobuses: 101, 105, 112, 114, 115 y 151";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=fe43c4be8e688210VgnVCM1000000b205a0aRCRD";"ANTONIO SANCHA";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28042";"ALAMEDA DE OSUNA";"BARAJAS";"449807";"4479009";"40.45835460563491";"-3.5932903820278788";"913 667 415                                                                         
";"";"castilloalameda@madrid.es";"/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos"; 
3361;"Catedral Santa Maria la Real de la Almudena";"Su construccion comienza a finales del siglo XIX por el Marques de Cubas, sobre el primer recinto amurallado del Madrid musulman, y finaliza en el ano 1993.";"";"";"Metro: opera (lineas 2, 5, Ramal), Sol (Linea 1, 2, 3)  Bus: 3, 31, 41, 50, 62, 65, 148, C1, C2";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=15647b503a71c010VgnVCM1000000b205a0aRCRD";"MAYOR";"CALLE";"V";"90";"";"";"";"";"MADRID";"MADRID";"28013";"PALACIO";"CENTRO";"439514";"4474295";"40.41521119054696";"-3.7142200549476727";"915 480 930";"";"";"/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos"; 
1916;"Centro Conde Duque";"Centro Conde Duque es un espacio cultural vinculado a la memoria y a la la difusion de Madrid.  Entre sus fines se encuentran: la difusion de la historia de Madrid, el intercambio de conocimientos historicos con la sociedad, la conservacion de  los fondos historicos y artisticos del Ayuntamiento y la produccion y exhibicion de manifestaciones artisticas relacionadas con el mundo de la escena y de la musica.";"Exposiciones (entrada gratuita)    De martes a sabado de 10 a 14 y de 17:30 a 21 horas.  Domingos y festivos de 10:30 a 14 horas.";"Salas de Exposiciones:  espacios expositivos con mas de mil quinientos metros cuadrados, caracterizada por sus muros de ladrillo y por los espacios abovedados.   Auditorio Conde Duque:  1300 metros cuadrados, renovados en el 2011.   Teatro Conde Duque : espacio escenico moderno y versatil, con una escena de 12 por 17 metros de superficie y un peine de 5,99 metros de altura. Cuenta, ademas, con dos grandes salas de ensayo adyacentes.    Salon de Actos: u na gran sala de doble altura, totalmente forrada de madera, que esta preparada para la realizacion de conferencias, presentaciones, congresos y seminarios. Ocupa las plantas primera y segunda de la zona del edificio que se situa encima del vestibulo general desde el que tiene acceso. Dotado de medios de audicion y gran pantalla de proyeccion, dispone de una capacidad de 293 asientos.     Zona wifi .";"Metro: Ventura Rodriguez (linea 3), San Bernardo (linea 2 y 4) y Noviciado (linea 2).  Bus: 1, 2, 44, 74, 133, 202, 749, Minibus M-2";"Teatro, Auditorio     Venta de entradas:   www.entradas.com   y taquilla del recinto  Contacto: 917 220 573 (de lunes a viernes de 10 a 14:30 horas y de 16 a 17 horas)  Correo electronico:  actividades@condeduquemadrid.es     Salon de actos, Salas de ensayo y Eventos    Contacto: 917 220 573 (de lunes a viernes de 10 a 14:30 horas y de 16 a 17 horas)  Correo electronico:  actividades@condeduquemadrid.es     Exposiciones: entrada gratuita    Contacto: 914 800 401  Correo electronico:  cdinfoexposiciones@madrid.es";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD";"CONDE DUQUE";"CALLE";"V";"11";"";"";"";"";"MADRID";"MADRID";"28015";"UNIVERSIDAD";"CENTRO";"439869";"4475716";"40.42802889001877";"-3.710182353581842";"";"";"";"/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos"; 
2000;"Centro de Estudios Politicos y Constitucionales";"Construido por Sabatini en 1776. Tipologia singular sin apartarse de los criterios clasico-barrocos, propios de la epoca de Carlos III. Destaca su escalera barroca. Fue creado para alojamiento y vivienda de Grimaldi. En 1819 se instalo la Biblioteca Real, y posteriormente las Secretarias, llamandose entonces Casa de los Ministerios.";"";"";"Metro: Santo Domingo (linea 2), Plaza de Espana (linea 3), opera (linea R, 2, 5)  Bus: 3,, 25, 39, 46, 75, 138, 148, C1, C2";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8c5d1e79ee71c010VgnVCM1000000b205a0aRCRD";"MARINA ESPA&Ntilde;OLA";"PLAZA";"V";"9";"";"";"";"";"MADRID";"MADRID";"28013";"PALACIO";"CENTRO";"439669";"4474896";"40.42063654129458";"-3.7124503472242387";"915 401 950";"914 228 992";"cepc@cepc.es";"/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos"; 
103331;"Centro Social y Cultural La Casa Encendida";"Edificio de caracter monumental. De estilo neomudejar, fue disenado por el arquitecto Fernando Arbos e inaugurado en el ano 1913. Cuenta con mas de 6.000 metros cuadrados de instalaciones divididas en 4 plantas y una azotea.";"De martes a domingo de 10 a 22 horas (todos los dias del ano, excepto festividades nacionales y de la Comunidad de Madrid)  Exposiciones: de 10 a 21:45 horas";"Biblioteca  (Consulta catalogo  http://koha.montemadrid.es/ )   Biblioteca (Hemeroteca, Mediateca y Sala de ofimatica) : de martes a domingos de 10 a 21:15 horas. Del 1 al 15 agosto, mediateca cerrada   Biblioteca joven:  de martes a viernes, de 10 a 20:30 horas, sabados y domingos de 10 a 13:30 horas   Bebeteca:  sabados y domingos de 10 a 13:30 horas     Tienda solidaria:  De martes a viernes de 11 a 21 horas. Sabados y domingos de 11 a 15 y de 16:30 a 21 horas   Cafeteria:  De martes a domingo de 10 a 20:30 horas";"Metro: Embajadores (linea 3), Lavapies (linea 3)  Bus: 27, 34, 36, 41, 119,  C 1,  C 2  Renfe: Embajadores";"Tarifas 2017:    Exposiciones, Encuentros y Salidas: entrada libre  Audiovisuales y En Familia: 3 euros  Conciertos y escenicas: 5 euros  Cursos, talleres y campamentos: consultar cada actividad   Visitas guiadas y atencion en sala: sabados y domingos de 12 a 14 horas y de 17 a 20 horas  Sin inscripcion previa (gratuita)";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c27f8899fc81c010VgnVCM1000000b205a0aRCRD";"VALENCIA";"RONDA";"V";"2";"";"";"";"";"MADRID";"MADRID";"28012";"EMBAJADORES";"CENTRO";"440732";"4473259";"40.40595710517701";"-3.699779793558763";"902 430 322                                                                 
";"";"lacasaencendida@montemadrid.es";"/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos"; 
2045;"Circulo de Bellas Artes";"";"Salas de exposiciones:  de 11 a 14 y de 17 a 21 horas. (martes a domingo). Lunes cerrado.   Azotea:  de lunes a viernes de 9 a 21 horas, sabados, domingos y festivos de 11 a 21 horas (horario sujeto a cambios).   Taquilla (cine y espectaculos):  de 16 a 22 horas (miercoles a domingo). Horario sujeto a cambios   Cafeteria 'La Pecera':  De 8 a 1 horas, viernes, sabado y domingo hasta las 3 horas.";"Acceso para minusvalidos (solo la primera planta).  Terraza - azotea visitable  Cafeteria  Teatro";"Metro: Banco de Espana (linea 2)  Bus: 1, 2, 3, 5, 9, 46, 51, 52, 53, 74, 146, 150, 202";"Descripcion monumental    Arquitecto : Antonio Palacios (1919 - 1926). Este edificio de imagen urbana, monumental y eclectica, gracias a su volumetria y al tratamiento de las fachadas, se remata con una torre a modo de faro cultural y una Minerva en bronce esculpida por Juan Luis Vassallo. Los altorrelieves fueron realizados por Jose Capuz, Juan Adsuara y la colaboracion de angel Garcia Diaz.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8fdf1e79ee71c010VgnVCM1000000b205a0aRCRD";"ALCALa";"CALLE";"V";"42";"";"";"";"";"MADRID";"MADRID";"28014";"CORTES";"CENTRO";"441012";"4474640";"40.41842683569739";"-3.6965967618484465";"913 605 400 (Informacion general) / 913 892 426 (taquilla)                                                                          
";"";"info@circulobellasartes.com";"/contenido/entidadesYorganismos/Consorcios"; 
20;"Congreso de los Diputados";"El Congreso de los Diputados esta configurado por un complejo de cinco edificios con una superficie de cerca de setenta mil metros cuadrados.";"";"";"Metro: Sevilla (linea 2), Banco de Espana (linea 2)  Bus: 5, 9, 10, 14, 15, 20, 27, 34, 37, 45, 51, 52, 53,150";"Descripcion monumental   El edificio fue construido por Pascual Colomer entre 1843 y 1850. Destaca su planta adaptada al edificio anterior y la conjugacion de salas de diferente superficie, entre ellas el Salon de Sesiones, que es semicircular, cerrado por la tribuna de la presidencia. La fachada principal esta compuesta por un potente portico clasico de orden corintio con fronton triangular. Los leones de bronce de la entrada y el relieve del fronton fueron realizados por Ponciano Ponzano. Tambien destacan las pinturas interiores de Luis Ribera y Vicente Camaron.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=365f29ea9281c010VgnVCM1000000b205a0aRCRD";"CORTES";"PLAZA";"V";"1";"";"";"";"";"MADRID";"MADRID";"28014";"CORTES";"CENTRO";"440970";"4474401";"40.41626174493484";"-3.697081267552528";"913 906 000";"914 298 707";"informacion@congreso.es";"/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos"; 
14218;"Consejo de Estado";"Es el supremo organo consultivo del Gobierno. Actualmente se rige por la  Ley Organica 3/1980, de 22 de abril, y su Reglamento es de 18 de julio del mismo ano.  (Modificados por Ley Organica 3/2004 de 28 de diciembre) y (Real Decreto 449/2005 de 22 de abril).   No forma parte de la Administracion activa ni esta integrado en ninguno de los Departamentos ministeriales y, aunque la Constitucion de 1978 lo califique literalmente de organo consultivo del Gobierno, tiene en realidad el caracter de organo del Estado (Sentencia del Tribunal Constitucional 56/1990, de 29 de marzo).";"";"Archivo y Biblioteca:    Telefonos: 915 166 356 / 915 166 357  Fax: 915 166 364  Correo electroncio:  archivo.biblioteca@consejo-estado.es     Asuntos en tramitacion:    Telefonos: 915 166 240/ 915 166 241  Fax: 915 166 244  Correo electronico:    tramitaciones@consejo-estado.es     Solicitud de copia de dictamenes:    Por correo electronico:  consultas@consejo-estado.es   Por correo ordinario dirigido a: area de Gestion y Servicios Generales Consejo de Estado  C/ Mayor 79 28013 Madrid";"Metro: opera (lineas 2 y 5)  Bus: 3, 31, 50, 65, 148";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ff4ed4985261c010VgnVCM1000000b205a0aRCRD";"MAYOR";"CALLE";"V";"79";"";"";"";"";"MADRID";"MADRID";"28013";"PALACIO";"CENTRO";"439623";"4474268";"40.4149668099875";"-3.7129445136801347";"915 166 262";"915 166 250 (area de Gestion y Servicios Generales)";"consultas@consejo-estado.es";"/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos"; 
3354;"Convento de las Comendadoras de Santiago";"El templo fue construido entre 1667 y 1679 por Manuel del Olmo y Jose del Olmo. El convento data del siglo  XVIII   y es obra de Francisco de Sabatini. Es destacable la iglesia de planta cruciforme con gran cupula central y cuatro exedras semicirculares, asi como la sacristia de planta eliptica construida entre 1745 y 1754 por Francisco Moradillo.";"";"";"Metro: San Bernardo (lineas 2, 4), Ventura Rodriguez (linea 3)  Bus: 1, 2, 21, 44, 74, 133, 147, C";"Mas informacion en la  pagina web de Monumenta Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ee6b13db5b71c010VgnVCM1000000b205a0aRCRD";"COMENDADORAS";"PLAZA";"V";"10";"";"";"";"";"MADRID";"MADRID";"28015";"UNIVERSIDAD";"CENTRO";"439973";"4475645";"40.4273968151307";"-3.708949668437218";"";"";"";"/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos"; 
20432;"Edificio Metropolis";"Arquitectos : Jules y Reymond Fevrier y Luis Esteve (1906 - 1910)  Edificio de caracter monumental de estilo clasicista - frances de fin de siglo, aporta una buena solucion de esquina para el arranque de la Gran Via en la rotonda de columnas corintias de orden gigante que sostienen un tercer piso profuso en grupos escultoricos de Saint Marceux, Landousky, Lambert y Benlliure.   La Compania Metropolis sustituyo en 1975 el grupo escultorico de la Union y el Fenix que coronaba la cupula por una victoria alada de Federico Coullaut Valera.";"";"";"Metro: Sevilla (linea 2), Banco de Espana (linea 2)  Bus: 1, 2, 5, 9, 15, 20, 51, 52, 53, 74, 146, 150, 202";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6c3c7d448b51c010VgnVCM2000000c205a0aRCRD";"ALCALA";"CALLE";"V";"39";"";"";"";"";"MADRID";"MADRID";"28014";"CORTES";"CENTRO";"440930";"4474668";"40.41866416622284";"-3.6975775550486154";"";"";"";"/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos"; 
6469186;"Ermita de San Antonio de la Florida (Museo)";"Ermita dedicada a San Antonio de Padua y pequeno museo. Las pinturas murales que la decoran son de Francisco de Goya. Alberga los restos mortales del artista desde 1919. Para preservar sus pinturas, en 1929 se traslado el culto a una ermita gemela construida a su lado, dejando el edificio original como museo.";"Horario de Verano hasta el 15 de septiembre:  De martes a domingos de 9:30 a 14 horas y de 15 a 19 horas.   Cerrado  los lunes, incluidos festivos, y los dias 1 y 6 de enero, 1 de mayo y 24, 25 y 31 de diciembre.   ultimo pase de visita:  20 minutos antes del cierre (el desalojo de las salas comenzara 10 minutos antes)   Por motivos de conservacion, el aforo maximo es de 25 personas en el interior de la capilla.  Los sabados que se celebren visitas animadas para familias se interrumpira la visita durante el desarrollo de las mismas.  Este horario y la apertura de salas pueden sufrir modificaciones.";"Tienda, en la que se pueden adquirir las guias y publicaciones sobre la ermita editadas por el Museo y otros organismos publicos, asi como catalogos y publicaciones de instituciones culturales del Ayuntamiento de Madrid.";"Metro: Principe Pio (lineas 5, 10 y ramal opera - Principe Pio)  Bus: 41, 46 y 75 (Intercambiador Principe Pio)  Renfe: Principe Pio";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=75950204770e7310VgnVCM2000000c205a0aRCRD";"SAN ANTONIO DE LA FLORIDA";"GLORIETA";"V";"5";"";"";"";"";"MADRID";"MADRID";"28008";"CASA DE CAMPO";"MONCLOA-ARAVACA";"438548";"4475419";"40.425256682855846";"-3.725725718176111";"915 420 722";"";"sanantonio@madrid.es";"/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos"; 
6079820;"Ermita de San Isidro";"";"Ermita:  sabados de 11 a 13 horas (celebracion de la Eucaristia a las 12 horas).   Fuente del Santo:  solo permanece abierta desde la semana anterior a la fiesta de San Isidro hasta la semana posterior.   Oficio en rito hispano mozarabe:  los dias 2 de enero a las 18 horas (comienzo del ano Caput anni) y 11 de mayo a las 18,30 horas (aniversario de la dedicacion).";"";"Metro: Marques de Vadillo (linea 5)   Bus: 17, 25, 50";"Descripcion monumental:  construida en 1528, sufre una completa transformacion en 1725.";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=913cfa8389c10310VgnVCM1000000b205a0aRCRD";"QUINCE DE MAYO";"PASEO";"V";"62";"";"";"";"";"MADRID";"MADRID";"28019";"SAN ISIDRO";"CARABANCHEL";"438018";"4472563";"40.39949832410487";"-3.73168274610084";"913 650 841";"";"";"/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos"; 
35254;"Ermita de Santa Maria la Antigua";"";"";"";"Bus: 34, 108";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f19e059cb751c010VgnVCM2000000c205a0aRCRD";"MONSEnOR OSCAR ROMERO";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28025";"PUERTA BONITA";"CARABANCHEL";"437153";"4470440";"40.380299379931614";"-3.741676977905724";"914 628 536 (Parroquia de San Sebastian Martir)";"";"";"/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos"; 
3357;"Ermita Virgen del Puerto";"";"";"";"Metro: Puerta del angel (linea 6), Principe Pio (lineas 6 y 10)  Renfe: Principe Pio (lineas 1, 7 y 10)  Bus: 25, 31, 33, 39, 41, 62, 65, 138";"Descripcion monumental:  Construido por Pedro Ribera en 1.718.  Se encuadra en un proyecto urbanistico propuesto por el propio arquitecto para toda la ribera del Manzanares.  De planta octogonal con exedras, lleva cubierta de pizarra.";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=fd7755004e91f010VgnVCM2000000c205a0aRCRD";"VIRGEN DEL PUERTO";"PASEO";"V";"4";"";"";"";"";"MADRID";"MADRID";"28005";"PALACIO";"CENTRO";"438928";"4474339";"40.41556461689203";"-3.7211426105677465";"";"";"";"/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos"; 
13151;"Estacion ferroviaria Madrid Puerta de Atocha";"Edificio con caracter monumental construido en 1889 por Alberto del Palacio para la Compania Madrid - Zaragoza - Alicante, en sustitucion de la de los anos 50";"Horario de la estacion: de 05:00 a 01:00 horas  Horario de atencion al cliente: de 6:30 a 22:30 horas  Horario de informacion: de 6:30 a 22:30 horas  Venta inmediata de billetes: de 5:30 a 22:15 horas. Sabados, domingos y festivos: de 06:15 a 22:15 horas.  Venta anticipada de billetes: de 06:30 a 20:00 horas  Maquinas autoventa multiproducto: de 5:30 a 23:50 horas  Horario consignas: de 6:30 a 22:20 horas";"Adaptada a personas sordas y con discapacidad auditiva.   Aseos, cafeteria restaurante, cajeros automaticos, aparcamiento, comisaria de Policia Nacional, consigna, tiendas, servicios de alquiler de coches y de cambio de moneda, informacion turistica, libreria, recogida de billetes de venta telefonica e internet y sala Club   Servicios adaptados : atencion a viajeros con discapacidad - aseos para personas con discapacidad - Vestibulo zona comercial - Sillas de ruedas - Ascensores adaptados  - Andenes adaptados";"Metro: Atocha Renfe (linea 1)  Bus: 10, 19, 24, 47, 55, 57, 85, 102, C1, C2  Renfe: Atocha";"Telefonos de interes:    Informacion, Reserva, Venta Telefonica, Cambios y Anulaciones: 912 320 320.  Informacion Estaciones ADIF: 912 432 343.  Atencion a viajeros con discapacidad: 912 140 505.   La construccion se conforma en base a una gran nave de acero que sirvio de cubierta a vias y andenes en toda su longitud y esta flanqueado por dos edificios de caracter eclectico. Su fachada principal destaca por ser un gran panel de hierro y cristal. La nueva estacion, tal y como la conocemos hoy, es el resultado del proyecto de 1984, ganado por los arquitectos Rafael Moneo y Jose Miguel Leon y el ingeniero Mariano Moneo que comprende la rehabilitacion del edificio historico, nuevas estaciones para cercanias y largo recorrido, conexion con las redes respectivas y con el metro y urbanizacion del entorno, eliminando edificaciones obsoletas y el paso elevado. En la actualidad cuenta con un jardin tropical con 500 especies de plantas.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=28518a856b51c010VgnVCM1000000b205a0aRCRD";"EMPERADOR CARLOS V";"PLAZA";"V";"0";"";"";"";"";"MADRID";"MADRID";"28012";"CORTES";"CENTRO";"441340";"4473655";"40.409567615732286";"-3.692651480759636";"Ver pestana Mas Informacion";"";"";"/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos"; 
162905;"Fundacion BBVA. Palacio del Marques de Salamanca";"";"";"";"";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c43a8f90a581c010VgnVCM1000000b205a0aRCRD";"RECOLETOS";"PASEO";"V";"10";"";"";"";"";"MADRID";"MADRID";"28001";"RECOLETOS";"SALAMANCA";"441482";"4474972";"40.42144182034705";"-3.6910993927829567";"91 537 69 64 (Fundacion BBVA)";"";"";"/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos"; 
5703491;"Galeria de Cristal del Palacio de Cibeles";"Una gran boveda acristalada, de geometria irregular y forma organica, cobija  2.800  m&sup2;    de este lugar de representacion, celebracion y encuentro para los ciudadanos y las ciudadanas, bajo el cielo de Madrid. Eleva a 30 metros de altura su transparente levedad (500 toneladas). Esta construida con casi 2.000 cristales triangulares, todos diferentes entre si, formados por 2.966 barras y 1.034 nudos unidos uno a uno.  Tras haber sufrido diversas alteraciones, este espacio, que nace al cubrir el antiguo pasaje Ruiz de Alarcon, antes ocupado por vehiculos de reparto de correo, restaurado y rehabilitado, constituye un elemento esencial de la sede del Ayuntamiento de Madrid.";"De lunes a domingo de 10 a 20 horas, siempre que no haya actividad en el espacio.";"";"Metro: Banco de Espana (linea 2)  Bus: 1, 2, 5, 9, 10, 15, 20, 27, 34, 45, 51, 52, 53, 74, 146, 150  Renfe: Recoletos";"Importe:  entrada gratuita (acceso por portico de la calle Alcala o calle Montalban).     Mas informacion:  este  lugar formo parte del entorno del Palacio Real del Buen Retiro en el siglo  XVII , y en el  XIX  albergo un jardin de recreo. Se incorporo definitivamente como pasaje y patio de descarga del Palacio de Comunicaciones (1904-1919), proyectado por los arquitectos Palacios y Otamendi.";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1f65ef881edd8210VgnVCM2000000c205a0aRCRD";"MONTALBAN";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28014";"LOS JERONIMOS";"RETIRO";"441391";"4474623";"40.418291440980205";"-3.69213979278398";"915 217 170 (oficinas)      
";"";"eventos@madrid-destino.com";"/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos"; 
3356;"Iglesia Catedral de las Fuerzas Armadas";"";"";"";"Metro: opera (Lineas , Ramal , 2 , 5), Tirso de Molina (linea 1), La Latina (linea 5)  Bus: 3 , 17 , 31, 41 , 50 , 62, 65, 148";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=23e03d232e91f010VgnVCM1000000b205a0aRCRD";"SACRAMENTO";"CALLE";"V";"11";"";"";"";"";"MADRID";"MADRID";"28005";"PALACIO";"CENTRO";"439681";"4474259";"40.414889947123754";"-3.7122600779776733";"915 473 624";"";"";"/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos"; 
3363;"Iglesia Corpus Christi (Jeronimas Recoletas)";"";"";"";"Metro: opera (Lineas Ramal , 2 , 5), La Latina (Linea, 5), Tirso de Molina (linea 1)  Bus: 3, 17, 18, 23, 31, 35, 50, 65";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e5f03d232e91f010VgnVCM1000000b205a0aRCRD";"CONDE DE MIRANDA";"PLAZA";"V";"3";"";"";"";"";"MADRID";"MADRID";"28005";"PALACIO";"CENTRO";"439888";"4474249";"40.41481486646874";"-3.7098194568632374";"915 480 319";"";"iglesiadelcorpuschristi@archimadrid.es";"/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos"; 
3355;"Iglesia de las Calatravas (Concepcion Real de Calatrava)";"";"";"";"Metro: Sevilla (linea 2)  Bus: 1, 2, 3, 5, 9, 14, 15, 20, 27, 37, 40, 45, 46, 50, 51, 52, 53, 74, 146, 150, 202";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e8013d232e91f010VgnVCM1000000b205a0aRCRD";"ALCALA";"CALLE";"V";"25";"";"";"";"";"MADRID";"MADRID";"28014";"CORTES";"CENTRO";"440811";"4474618";"40.418196333786035";"-3.698963613858259";"915 218 035";"";"";"/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos"; 
60150;"Iglesia Madres Redentoristas";"";"";"";"Metro: Carabanchel Alto ( Linea, 11)  Bus: 34 , 35 , 47 , 121 , 131 , 139";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=28613d232e91f010VgnVCM1000000b205a0aRCRD";"MADRE CELESTE";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28044";"BUENAVISTA";"CARABANCHEL";"435956";"4469662";"40.37319952563821";"-3.755699003858804";"915 086 800";"";"";"/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos"; 
