PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
2067;"Museo Africano Mundo Negro";"Situado en los locales de los Misioneros Combonianos de Madrid y abierto al publico en 1985, se propone divulgar la cultura africana, promoviendo el conocimiento de la vida, de la historia y de las diversas culturas africanas.";"Grupos con cita previa : de lunes a viernes de 9,30 a 13,30 horas.   Particulares  (visitas guiadas): domingos a las 11,30 horas.   Cerrado : julio, agosto y septiembre.";"";"Bus: 11, 70, 114, 115, 122, 200.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6ab8ef4d7f71c010VgnVCM1000000b205a0aRCRD";"ARTURO SORIA";"CALLE";"V";"101";"";"";"";"";"MADRID";"MADRID";"28043";"SAN JUAN BAUTISTA";"CIUDAD LINEAL";"444864";"4478056";"40.449464654033605";"-3.65149172790308";"914 152 412";"";"";"/contenido/entidadesYorganismos/Museos"; 
2050;"Museo Arqueologico Nacional";"Fundado en 1867, el  MAN  se inauguro en 1895 en su actual sede, en el Palacio de Biblioteca y Museos, edificio proyectado por Francisco Jareno y terminado por Antonio Ruiz de Salces.";"De martes a sabados de 9:30 a 20 horas  Domingos y festivos de 9:30 a 15 horas    Cerrado    Todos los lunes del ano.  1 y 6 de enero, 1de mayo y 24, 25 y 31 de diciembre.    Horario de cierre de las taquillas:  15 minutos antes del cierre del Museo.   Dias festivos 2017. Horario 9.30 a 15 horas:   13 y 14 de abril; 2 de mayo;15 de agosto; 12 de octubre; 1 de noviembre; 9 de noviembre; 6 de diciembre; 8 de diciembre.";"";"Metro: Serrano (linea 4), Colon (linea 4).  Bus: 1, 2, 5, 9, 14, 19, 21, 27, 37, 45, 51, 53, 74, 150.  Renfe: Recoletos (linea C-1, C-2, C-7, C-8 y C-10).";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8fd8ef4d7f71c010VgnVCM1000000b205a0aRCRD";"SERRANO";"CALLE";"V";"13";"";"";"";"";"MADRID";"MADRID";"28001";"RECOLETOS";"SALAMANCA";"441711";"4475173";"40.42327763947072";"-3.688418705931963";"915 777 912                                                                     
                                                                                     
";"914 326 840";"sugerencias.man@mecd.es";"/contenido/entidadesYorganismos/Museos"; 
2072;"Museo Casa de la Moneda";"El Museo Casa de la Moneda alberga colecciones numismaticas y de artes graficas: importantes dibujos, estampas, loterias, sellos,... Se trata de la que posiblemente sea la mayor exposicion numismatica del mundo, cubriendo la historia de la moneda desde el siglo  VII a.C.  hasta nuestros dias.";"De martes a viernes ininterrumpidamente de 10 a 17:30 horas. Sabados, domingos y festivos de 10 a 14 horas  Cerrado los lunes, y los dias 1 y 6 de enero; 19 de marzo; 1 de mayo; 24, 25 y 31 de diciembre";"El publico puede acunar una moneda durante su visita (consultar precio)  Accesible a personas con minusvalia (fisica y sensorial)";"Metro: O&acute;Donnell (linea 6)  Bus: 2, 28, 30, 56, 71, 143, 156,  C2";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=12f8ef4d7f71c010VgnVCM1000000b205a0aRCRD";"DOCTOR ESQUERDO";"CALLE";"V";"36";"";"";"";"";"MADRID";"MADRID";"28028";"GOYA";"SALAMANCA";"443345";"4475085";"40.42259797372905";"-3.6691502061733674";"915 666 544                                 
";"915 666 809";"museo@fnmt.es";"/contenido/entidadesYorganismos/Museos"; 
4112;"Museo Cerralbo";"Este Palacio, construido entre 1883 y 1893, fue concebido como vivienda y como museo para sede de las obras de arte reunidas por los Marqueses de Cerralbo y sus hijos, los Marqueses de Villa Huerta, durante los numerosos viajes que realizaron por Espana y Europa.   Objetivos y Fines de la Fundacion Cerralbo (en la misma sede)    Velar porque las colecciones no se disgreguen ni enajenen y permanezcan reunidas en su sede de Ventura Rodriguez.  Conceder premios y becas para artistas e investigadores y celebrar actos culturales.  Colaborar en la custodia, exhibicion y mejora del patrimonio que el Estado heredo del Marques, perpetuando asi su memoria.";"De martes a sabado de 9:30 a 15 horas.  Jueves de 17 a 20 horas, excepto festivos.  Domingos y festivos de 10 a 15 horas.  Cerrado:  Todos los lunes.  1 y 6 de enero.  1 de mayo.  24, 25 y 31 de diciembre.  Por fiesta local.";"";"Metro: Plaza de Espana (lineas 3, 10).  Bus: 1, 2, 3, 25, 39, 44, 46, 74, 75, 133, 138, 148, C1, C2, SE730  Renfe: Principe Pio (lineas C1, C7 Y C10)";"Los usuarios del carne de alberguista disfrutaran de un 50% de descuento.    Visitas guiadas   (guiadas por voluntarios culturales de la Confederacion de Aulas de la Tercera Edad):     Para grupos:   Con reserva previa martes y miercoles (no festivos) a las 10 y a las 12 horas.  Reserva con minimo de 15 dias.  Requisito imprescindible: minimo 8 y maximo 12 personas. Si sobrepasa el numero, consultar con el museo.  Tarifa reducida en la entrada al museo.  Informacion y reservas:  museo.cerralbo@mecd.es  o en el telefono 915 473 646, de 10 a 14 horas, (de lunes a viernes).     Individual:  disponible los jueves, viernes y sabados a las 12, jueves tambien a las 17 horas (dias no festivos). Informacion y reservas en la taquilla del museo unos minutos antes de la cada visita siempre y cuando haya disponibilidad de plazas.    Visitas para grupos  (con sus propios guias, profesores o por libre):   Con reserva telefonica pueden reservar hora telefonica a elegir entre: martes a viernes, a las 9:30, 10:30, 11:30, 12:30 y 13:30 y los sabados a las 9:30 horas.  Tarifa reducida con reserva anticipada (15 dias de antelacion).  Informacion y reservas:  museo.cerralbo@mecd.es   o en el telefono 915 473 646, de 10 a 14 horas (de lunes a viernes).    Visitas culturales a cargo de guias profesionales    El Museo dispone, ademas, del contacto con guias profesionales especializados en las colecciones e historia de la institucion, que pueden realizar la visita en castellano, ingles, frances e italiano.  Informacion y reservas:  museo.cerralbo@mecd.es  / 915 473 646 de 10 a 14 horas (de lunes a viernes).    Visitas guiadas por guias turisticos profesionales    Los grupos organizados que deseen visitar el Museo acompanados de un guia profesional no podran exceder de 12 personas, y la visita se realizara de martes a sabado. Para su autorizacion, es imprescindible formalizar la reserva con 15 dias de antelacion y aceptar las condiciones del museo.  Informacion y reservas:  museo.cerralbo@mecd.es  / 915 473 646, de 10 a 14 horas (de lunes a viernes).";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a4efb0c40971c010VgnVCM1000000b205a0aRCRD";"VENTURA RODRIGUEZ";"CALLE";"V";"17";"";"";"";"";"MADRID";"MADRID";"28008";"ARGUELLES";"MONCLOA-ARAVACA";"439489";"4475246";"40.42376732078657";"-3.7146170388153497";"915 473 646 / 47";"915 591 171";"museo.cerralbo@mecd.es";"/contenido/entidadesYorganismos/Museos"; 
10091450;"Museo EMT";"El Museo de la EMT se ha convertido en realidad tras una decada de duro trabajo de recuperacion, restauracion y reparacion del patrimonio historico de la Empresa Municipal de Transportes de Madrid, especialmente, material movil, mobiliario, piezas mecanicas, maquinaria y otros elementos inherentes a la actividad de la EMT en sus 70 anos de historia.";"Visitas (con cita previa)   Apertura estacional durante seis meses al ano: todos los sabados de abril, mayo, junio, julio, septiembre y octubre), a las 10, a las 11:30 y a las 13 horas.  Por ser un centro de trabajo unicamente pueden realizarse de forma organizada, previamente concertadas y limitadas a un maximo de 40 personas por turno.  Duracion: 60 minutos aproximadamente.  Compra de entradas y reserva de horarios a traves de la web:  http://tienda.emtmadrid.es  (a partir del 1 de marzo de 2017)";"Metro: Begona (linea 10)  Bus: 66, 173, 174, 176, 178";"";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d56ad05b2a255510VgnVCM2000001f4a900aRCRD";"MAURICIO LEGENDRE";"CALLE";"V";"40";"";"";"";"";"MADRID";"MADRID";"28046";"CASTILLA";"CHAMARTIN";"442205";"4481485";"40.480173612860305";"-3.6831595451893273";"914 068 810";"";"";"/contenido/entidadesYorganismos/AyuntamientoMadrid/OrganismosEmpresasMunicipales"; 
10237457;"Museo Felix Canada";"Una seleccion de mas de quinientas obras de arte de entre las cerca de mil de la donacion original, constituyen la Coleccion Permanente que se puede visitar en las salas del Museo Felix Canada de la Fundacion Gomez Pardo, adscrita a la Escuela Tecnica Superior de Ingenieros de Minas y Energia de la Universidad Politecnica de Madrid. Donada por el ingeniero de minas Doctor Felix Canada Guerrero a la Fundacion Gomez Pardo, reune una amplia representacion de trabajos de destacados artistas, pintores, escultores, ilustradores, grabadores, orfebres, ceramistas, etc. abarcando diferentes periodos desde el siglo  XI  hasta nuestros dias.";"Visitas: lunes, miercoles y viernes de 10 a 13 horas.";"Visitas guiadas para grupos de entre 10 y 30 personas (sin guia propio) previa reserva en el correo: museo@fgomezpardo.es o bien mediante fax al 914 429 529.";"";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=cb22820a52799510VgnVCM1000001d4a900aRCRD";"ALENZA";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28003";"RIOS ROSAS";"CHAMBERI";"440678";"4477325";"40.442581673356834";"-3.700796192332983";"914 417 921";"";"museo@fgomezpardo.es";"/contenido/entidadesYorganismos/Museos"; 
2074;"Museo Geominero";"Construccion tipica de la arquitectura en hierro y cristal de principios del siglo  XX  que alberga colecciones de minerales, rocas y fosiles procedentes de todas las regiones espanolas y de antiguos territorios coloniales, asi como de yacimientos significados del registro mundial.   Objetivos del museo : conservar, investigar y difundir el patrimonio geologico, paleontologico y mineralogico";"De lunes a domingo y festivos de 9 a 14 horas  Cerrado los dias 1 y 6 de enero y 24, 25 y 31 de diciembre  Visitas guiadas para grupos de lunes a viernes, previa peticion cita";"";"Metro: Rios Rosas (linea 1)  Bus: 3, 5, 12, 37, 45, 149";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ff0bef4d7f71c010VgnVCM1000000b205a0aRCRD";"RIOS ROSAS";"CALLE";"V";"23";"";"";"";"";"MADRID";"MADRID";"28003";"RIOS ROSAS";"CHAMBERI";"440772";"4477265";"40.442047952073665";"-3.699670468881422";"913 495 759";"913 495 828";"m.geominero@igme.es";"/contenido/entidadesYorganismos/Museos"; 
2075;"Museo Historico Minero Don Felipe de Borbon y Grecia";"Ubicado en la Escuela Tecnica Superior de Ingenieros de Minas y Energia de Madrid";"Previa cita concertada para grupos   Mercadillo de minerales y fosiles:  primer domingo de cada mes de 10 a 14 horas (en este periodo se podra visitar tambien el museo y la mina)   Exposicion anual:  el segundo fin de semana (viernes, sabado y domingo) de marzo (el museo permanecera abierto todo el dia)";"Edificio historico  La coleccion de minerales  La coleccion de fosiles  La coleccion de osos cavernarios  La coleccion de piezas arqueologicas   Biblioteca Historica    La mina subterranea 'Marcelo Jorissen'";"Metro: Rios Rosas (linea 1)  Bus: 3, 12, 37, 45, 149";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=822bef4d7f71c010VgnVCM1000000b205a0aRCRD";"RIOS ROSAS";"CALLE";"V";"21";"";"";"";"";"MADRID";"MADRID";"28003";"RIOS ROSAS";"CHAMBERI";"440712";"4477269";"40.44207963042673";"-3.7003900716027776";"913 367 017";"913 367 068";"";"/contenido/entidadesYorganismos/Museos"; 
18176;"Museo ICO";"";"De martes a sabados: de 11 a 20 horas    Domingos y festivos: de 10 a 14 horas    Cerrado:  Todos los lunes del ano (incluidos festivos) y los dias 1 de enero, 1 de mayo y 25 de diciembre.    Horario especial de Navidad: el 24 y el 31 de diciembre, de 10 a 14 horas";"El Museo dispone de ascensores, rampas y cuarto de bano adaptado.  Actividades educativas inclusivas y especificas para personas con necesidades especiales.  Cambiador de bebes para todos aquellos que lo necesiten.  Red wifi gratuita.";"Metro: Banco de Espana (linea 2) , Sevilla (linea 2)  Bus: 3, 5, 9, 15, 20, 46, 51, 52, 53, 150, M1, M2";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2886444a2951c010VgnVCM2000000c205a0aRCRD";"ZORRILLA";"CALLE";"V";"3";"";"";"";"";"MADRID";"MADRID";"28014";"CORTES";"CENTRO";"440915";"4474456";"40.41675330128869";"-3.6977346235068373";"914 201 242";"";"museoico@ico.es";"/contenido/entidadesYorganismos/Museos"; 
6019032;"Museo Los Canos del Peral. Estacion de Metro opera";"";"Viernes, sabados y domingos de 11 a 13 y de 17 a 19 horas  Los dias de Navidad y Ano Nuevo cerrado al publico";"";"Metro: opera (lineas 2, 5 y Ramal).";"Museo Los Canos del Peral   La estacion de opera cuenta en su interior con el mayor museo arqueologico bajo tierra de Madrid, un espacio de 200 metros cuadrados donde se pueden ver restos arqueologicos de los siglos  XVI  y  XVII  pertenecientes a la Fuente de los Canos del Peral, el Acueducto de Amaniel y la Alcantarilla del Arenal.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=435950262d50f210VgnVCM2000000c205a0aRCRD";"ISABEL II";"PLAZA";"V";"1";"";"";"";"";"MADRID";"MADRID";"28013";"PALACIO";"CENTRO";"439943";"4474575";"40.41775560280743";"-3.709202070089538";"902 444 403 / 917 796 399  (Informacion)";"";"";"/contenido/entidadesYorganismos/Museos"; 
2053;"Museo Lazaro Galdiano";"";"Martes a sabados de 10 a 16:30 horas.  Domingos de 10 a 15 horas.  Cerrado todos los lunes.  Grupos y visitas guiadas consultar.";"";"Metro: Gregorio Maranon (linea 7 y 10)  Bus: 5, 9, 12, 14, 16, 19, 27, 45, 51, 61, 150";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7d1aef4d7f71c010VgnVCM1000000b205a0aRCRD";"SERRANO";"CALLE";"V";"122";"";"";"";"";"MADRID";"MADRID";"28006";"CASTELLANA";"SALAMANCA";"441911";"4476668";"40.436750328725985";"-3.6861980129207894";"915 616 084";"915 617 793";"";"/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos"; 
5349304;"Museo Nacional Centro de Arte Reina Sofia (MNCARS)";"Edificio Sabatini:  calle Santa Isabel 52.   Edificio Nouvel  (ampliacion): ronda de Atocha, esquina a plaza del Emperador Carlos V.   Espacios en el parque del Retiro:  Palacio de Velazquez y Palacio de Cristal";"De lunes a sabado de 10 a 21 horas y domingos de 10 a 19 horas.  Martes cerrado (incluso festivos).  Cerrado 1 y 6 enero, 1 de mayo y 15 de mayo, 9 de noviembre, 24, 25 y 31 de diciembre";"";"Metro: Atocha (linea 1)  Bus:  6, 10, 14, 19, 26, 27, 32, 34, 36, 37, 41, 45, 59, 85, 86, 102, 119, C1, C2, E1  Renfe: C2, C3, C4, C5, C7, C8, C10";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=69d8275bad5a1210VgnVCM2000000c205a0aRCRD";"SANTA ISABEL";"CALLE";"V";"52";"";"";"";"";"MADRID";"MADRID";"28012";"EMBAJADORES";"CENTRO";"441222";"4473541";"40.40854131574014";"-3.6940316511856017";"917 741 000                                                                                         
";"";"";"/contenido/entidadesYorganismos/Museos"; 
2057;"Museo Nacional de Antropologia";"El Museo esta instalado en el edificio de estilo clasicista construido por el Marques de Cubas en 1875 por encargo del Doctor Gonzalez Velasco, fundador de la institucion.";"De martes a sabado de 9:30 a 20 horas.  Domingos y festivos: de 10 a 15 horas.  Cerrado todos los lunes del ano y los dias 1 y 6 de enero, 1 de mayo, 24, 25 y 31 de diciembre y un festivo local.";"";"Metro: Atocha (linea 1).  Bus: 10, 14, 19, 24, 26, 32, 37,54, 57, 59, 85, 86, 102, 141, C1, C2.  Cercanias Renfe: Atocha (lineas C1, C2, C3, C4, C5, C7, C8, C10).";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=456079262ef5d010VgnVCM1000000b205a0aRCRD";"ALFONSO XII";"CALLE";"V";"68";"";"";"";"";"MADRID";"MADRID";"28014";"LOS JERONIMOS";"RETIRO";"441659";"4473466";"40.407887537677716";"-3.688862923660605";"915 306 418 /915 395 995";"914 677 098";"antropologico@mecd.es";"/contenido/entidadesYorganismos/Museos"; 
2055;"Museo Nacional de Artes Decorativas";"Inaugurado en 1912, su sede es un tipico palacete madrileno del ultimo tercio del siglo XIX. El museo posee muebles, ceramicas, vidrios, joyas, tejidos, arte oriental, y hasta 30.000 objetos distintos que a lo largo de la historia han servido para embellecer las casas, palacios y los monumentos de distintas culturas.  El museo posee muestras como el Jarron de Sevres regalo de Napoleon III, la Cocina Valenciana del siglo XVIII compuesta por mas de 1.500 azulejos de Manises, la Mesa de plata del siglo XVI o la coleccion de alfombras espanolas de los siglos XV al XVII.";"Del 8 de septiembre al 30 de junio:    Martes a sabados de 9:30 a 15 horas.  Domingo y festivos: de 10 a 15 horas.  Jueves tarde de 17 a 20 horas.    Del 5 de julio al 4 de septiembre:    Martes a sabados de 9:30 a 15 horas.  Domingo y festivos: de 10 a 15 horas.    Cerrado:  todos los lunes del ano, 1 y 6 de enero, 1 de mayo, 24, 25 y 31 de diciembre y un festivo local.";"";"Metro: Banco de Espana (linea 2), Retiro (linea 2).  Bus: 1, 2, 9, 15, 19, 20, 28, 51, 52, 74, 146.  Cercanias Renfe: Recoletos (lineas C1, C2, C7, C8 Y C10).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=287079262ef5d010VgnVCM1000000b205a0aRCRD";"MONTALBAN";"CALLE";"V";"12";"";"";"";"";"MADRID";"MADRID";"28014";"LOS JERONIMOS";"RETIRO";"441592";"4474577";"40.417891279015194";"-3.689754685481908";"915 326 499 / 915 326 845 Reserva actividades infantiles: 910 505 755 Biblioteca: 910 505 768 Atencion a investigadores: 910 505 763";"915 232 086";"mnad@mecd.es";"/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos"; 
2056;"Museo Nacional de Ciencias Naturales";"El Museo nacional de Ciencias Naturales (MNCN-CSIC) se fundo en 1771, lo que lo convierte en uno de los museos de historia natural mas antiguos del mundo. Con exposiciones permanentes como Biodiversidad, Minerales, Fosiles y Evolucion Humana o Fauna del Parque Nacional de la Sierra de Guadarrama, entre otras, este museo pretende acercar las ciencias naturales al publico.  Ubicado en el antiguo Palacio de la Industria y de las Artes del Paseo de la Castellana de Madrid. Es un centro de investigacion del Consejo Superior de Investigaciones Cientificas (CSIC), que custodia colecciones cientificas de incalculable valor.";"De martes a viernes de 10 a 17 horas.  Sabados, domingos y festivos de 10 a 20 horas.  Sabados y domingos de agosto de 10 a 15 horas.        Cerrado : todos los lunes no festivos, 1 y 6 de enero, 1 de mayo y 25 de diciembre.";"Biblioteca de Zoologia, Entomologia, Econologia, Evolucion, Geologia y Paleontologia, Archivo, publicaciones, consulta y asesoramiento cientifico y tecnico, exposiciones permanentes y temporales, actividades culturales, talleres, cursos, sala de proyecciones, libreria especializada.";"Metro: Gregorio Maranon (lineas 7, 10)  Bus: 7, 12, 14, 27, 40, 45, 147, 150";"Exposiciones permanentes     Biodiversidad:  &iquest;Que es la biodiversidad? &iquest;Cual es su origen? &iquest;Que podemos hacer para conservar? Encontraras las respuestas a estas preguntas en esta exposicion con miles de ejemplares.   Fauna del Parque Nacional de la Sierra de Guadarrama:  Un recorrido por los principales ecosistemas de la Sierra, el ultimo de los espacios anadidos a la Red de Parques Nacionales.   Minerales, fosiles y evolucion humana:  fosiles, meteoritos, minerales, rocas y la evolucion humana   Mediterraneo, naturaleza y civilizacion:  la fauna mas destacada del area mediterranea espanola y los ecosistemas que dan forma a sus paisajes.   El Real Gabinete de Historia Natural:  piezas emblematicas del antiguo Real Gabinete de 1771 y otras de gran valor historico.   El Jardin educativo del monte mediterraneo:  bajo este nombre estan representados ambientes botanicos con especies propias de esta region, que tienen un bajo requerimiento hidrico y que muchas de ellas estan presentes en la Comunidad de Madrid.   El almacen de aves y mamiferos:  custodia las mas importantes colecciones zoologicas y geologicas de Espana con mas de 8 millones de ejemplares.   Jardin de piedras:  conjunto al aire libre de rocas y troncos fosilizados.   Esqueleto de ballena roncal : cedido por el gobierno andaluz, con mas de 20 metros y 1.500 kilos. La ballena quedo varada en 2008 en la playa de Cortijo Blanco, en Marbella,    Talleres y visitas especiales para discapacitados visuales e intelectuales,   para grupos:  concertar en los telefonos 915 646 169 y 914 111 328  ext.  1165 ( de lunes a viernes de 10 a 14 horas)";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8edbef4d7f71c010VgnVCM1000000b205a0aRCRD";"JOSE GUTIERREZ ABASCAL";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28006";"EL VISO";"CHAMARTIN";"441573";"4477078";"40.44042007613476";"-3.690220716379925";"914 111 328 (centralita)";"915 645 078";"info.edu@mncn.csic.es";"/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos"; 
2076;"Museo Naval";"Tematica: historia de la navegacion espanola";"De martes a domingo de 10 a 19 horas  Cerrado los lunes y los festivos 1 y 6 de enero y 24, 25 y 31 de diciembre  Agosto, martes a domingo de 10 a 15 horas";"";"Metro: Banco de Espana (linea 2)  Bus: 10, 14, 27, 34, 37, 45";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a30cef4d7f71c010VgnVCM1000000b205a0aRCRD";"PRADO";"PASEO";"V";"5";"";"";"";"";"MADRID";"MADRID";"28014";"LOS JERONIMOS";"RETIRO";"441337";"4474537";"40.41751289873052";"-3.692768317427539";"915 238 516 / 609 467 117 (martes y viernes de 9 a 14 horas) ";"913 795 056";"ohculturanaval@fn.mde.es";"/contenido/entidadesYorganismos/Museos"; 
2085;"Museo Postal y Telegrafico";"Recorrido tematico y cronologico por la evolucion de los medios de comunicacion y colecciones filatelicas de gran valor historico, tematicas y por paises.";"Museo: de lunes a viernes de 9 a 14 y de 16 a 18 horas  Biblioteca: de lunes a viernes de 9 a 14 y de 16 a 18 horas";"";"Bus: 161";"Visitas guiadas:  previa peticion de hora, para grupos. Desde la web o por telefono.  Mediante la proyeccion de videos y a traves de la visita, se puede conocer la historia del correo y del telegrafo desde los origenes hasta las nuevas tecnologias.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c82cef4d7f71c010VgnVCM1000000b205a0aRCRD";"TAPIA DE CASARIEGO";"CALLE";"V";"6";"";"";"";"";"MADRID";"MADRID";"28023";"VALDEMARIN";"MONCLOA-ARAVACA";"434912";"4480162";"40.467706026917405";"-3.7690721403206724";"917 400 668 / 917 400 664 (biblioteca)";"";"museopostaltelegrafico@correos.com";"/contenido/entidadesYorganismos/Museos"; 
4997114;"Museo Sorolla";"";"De martes a sabado: de 9:30 a 20 horas   Domingos: de 10 a 15 horas  Cerrado: todos los lunes del ano, 1 de enero, 6 de enero, 1 de mayo, 24, 25 y 31 de diciembre y dos festivos locales.";"";"Metro: Ruben Dario (linea 5), Gregorio Maranon (lineas 7, 10)  Bus: 5, 7, 14, 16, 27, 40, 45, 61, 147 y 150";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6dd05e93aad9c110VgnVCM1000000b205a0aRCRD";"GENERAL MARTINEZ CAMPOS";"PASEO";"V";"37";"";"";"";"";"MADRID";"MADRID";"28010";"ALMAGRO";"CHAMBERI";"441390";"4476542";"40.43557863874977";"-3.6923288211390055";"913 101 584";"";"museo.sorolla@mecd.es";"/contenido/entidadesYorganismos/Museos"; 
2077;"Museo Taurino de la Plaza de las Ventas";"Su existencia data del dia de San Isidro de 1951, creado por la extinta Diputacion Provincial de Madrid. Sirve como testimonio de los momentos estelares del arte y la historia del toreo.  La entrada se encuentra situada junto al patio de caballos de la Plaza de Toros Monumental de Las Ventas.";"Todos los dias del ano incluidos sabados, domingos y festivos de 10 a 18 horas, ininterrumpidamente, salvo los dias de Festejo y en Feria de San Isidro y Otono de 10 a 16 horas, ininterrumpidamente.";"";"Metro: Ventas (lineas 2, 5)  Bus: 12, 21, 38, 53, 74, 106, 110, 146, 210";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=958cef4d7f71c010VgnVCM1000000b205a0aRCRD";"ALCALA";"CALLE";"V";"237";"";"";"";"";"MADRID";"MADRID";"28028";"GUINDALERA";"SALAMANCA";"443885";"4476078";"40.43157110306013";"-3.662872780933851";"912 761 287                 
";"";"museotaurinolasventas@madrid.org";"/contenido/entidadesYorganismos/Museos"; 
2099;"Museo Thyssen-Bornemisza";"El Palacio donde se ubica la coleccion fue el antiguo palacio del duque de Villahermosa. Edificacion neoclasica. Posteriormente se adapta como entidad bancaria perdiento sus espacios interiores. Mas tarde, paso a formar parte de los edificios del Museo del Prado. Desde principios de los 90 alberga la Coleccion Thyssen. El museo ofrece un recorrido por la historia de la pintura europea desde sus inicios en el siglo  XIII , hasta finales del siglo  XX.";"Colecciones permanentes:   lunes de 12 a 16 horas (acceso gratuito gracias al patrocinio de MasterCard). Martes a domingos de 10 a 19 horas.    Exposiciones temporales : consultar horario especifico en Museo.  ultimo acceso 1 hora antes del cierre. El desalojo de todas las salas tendra lugar 5 minutos antes del cierre.   Avisos y aperturas extraordinarias:  los dias 1 de enero, 1 de mayo y 25 de diciembre el Museo permanecera cerrado. El 24 y el 31 de diciembre el horario de apertura del Museo sera de 10 a 15 horas";"Accesible a personas con discapacidad (fisica y sensorial)   Folleto y senalizacion en braille para invidentes  Libreria  Tienda  Cafeteria  Restaurante  Guardarropa  Servicio de venta anticipada en las taquillas  Servicio de Audio Guia";"Metro: Banco de Espana (linea 2)  Bus: 1, 2, 5, 9, 10, 14, 15, 20, 27, 34, 37, 41, 51, 52, 53, 74, 146 y 150  Cercanias Renfe: Recoletos";"Arquitecto: Antonio Lopez Aguado (1805 - 1806)  Adecuacion: Rafael Moneo (1989 - 1992)  Ampliacion: BOPBAA (1999 - 2004)";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0b8079262ef5d010VgnVCM1000000b205a0aRCRD";"PRADO";"PASEO";"V";"8";"";"";"";"";"MADRID";"MADRID";"28014";"CORTES";"CENTRO";"441168";"4474371";"40.41600553697803";"-3.694744831131079";"917 911 370                                                                                                                                                                                                                        
";"";"mtb@museothyssen.org";"/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos"; 
